iter	RMSE
241	0.1021633042
242	0.1020995183
243	0.1020376204
244	0.1019699866
245	0.1019181
246	0.101843173
247	0.1017453299
248	0.1016867478
249	0.1016675807
250	0.1016013171
251	0.1015420322
252	0.1014709371
253	0.1014525034
254	0.101434805
255	0.1012996657
256	0.1012387786
257	0.1011241724
258	0.1010546998
259	0.1009665394
260	0.1009144467
261	0.1008537984
262	0.1007573551
263	0.1006951411
264	0.1006323249
265	0.1005650469
266	0.1004997842
267	0.1004845723
268	0.100411782
269	0.1003280826
270	0.1002425046
271	0.1001199777
272	0.1000600347
273	0.0999715145
274	0.09989618775
275	0.09983441558
276	0.0997663401
277	0.09970307921
278	0.09964078798
279	0.09958539913
280	0.09947660831
281	0.09934689281
282	0.09921719006
283	0.0991621068
284	0.09910470769
285	0.09904702646
286	0.09899130605
287	0.09886996664
288	0.09876878039
289	0.09867533019
290	0.09862106101
291	0.09856839973
292	0.09842615076
293	0.09839776808
294	0.09831522782
295	0.09826122282
296	0.09820730896
297	0.09815513266
298	0.09804935945
299	0.09798955235
300	0.0979002199
301	0.09783509916
302	0.09781570833
303	0.09775458078
304	0.09764277731
305	0.09759206226
306	0.09748615637
307	0.09743709441
308	0.09734024384
309	0.09727730128
310	0.09723272992
311	0.09716729975
312	0.09705575124
313	0.09693893673
314	0.09685082435
315	0.09679407706
316	0.09671073644
317	0.0966315604
318	0.09658488382
319	0.09648008505
320	0.09643487595
321	0.09637625191
322	0.09631361992
323	0.09623066385
324	0.0961381729
325	0.09604442744
326	0.09600380753
327	0.09595105151
328	0.09581559632
329	0.09572213515
330	0.09562294429
331	0.09549625164
332	0.09541096225
333	0.09530096415
334	0.09528301079
335	0.09522865582
336	0.09515737658
337	0.09505751262
338	0.0949953495
339	0.09491566524
340	0.09486999663
341	0.09479708725
342	0.09472041841
343	0.09464331699
344	0.09460090185
345	0.09456533453
346	0.09454199221
347	0.09450180094
348	0.09443549126
349	0.09439661946
350	0.09427136521
351	0.09416313152
352	0.09407159135
353	0.09402888778
354	0.09396185834
355	0.09390710095
356	0.09382212901
357	0.09374709606
358	0.09362586706
359	0.09352657235
360	0.09345970063
361	0.09337263825
362	0.0933216875
363	0.09329521826
364	0.09322902377
365	0.09317729525
366	0.09316273007
367	0.09310112591
368	0.09304107866
369	0.09300108595
370	0.09294043995
371	0.09291972868
372	0.09286793259
373	0.0927731026
374	0.09273513595
375	0.09268314791
376	0.09261416115
377	0.09257516077
378	0.09244815403
379	0.09234651882
380	0.09229683903
381	0.09219630796
382	0.09214371672
383	0.09209916603
384	0.09206088867
385	0.0920243599
386	0.09198087359
387	0.09191375896
388	0.0918982743
389	0.09185015488
390	0.09175541769
391	0.0916983694
392	0.09161926091
393	0.09157157494
394	0.09153780726
395	0.09149669292
396	0.09145779046
397	0.09137016276
398	0.09124064458
399	0.09114825677
400	0.09110585644
401	0.09101655764
402	0.09092588266
403	0.09087738947
404	0.09086121063
405	0.09078575226
406	0.09067665059
407	0.09062546206
408	0.09058530293
409	0.09052354359
410	0.09043397229
411	0.09033996653
412	0.09032218218
413	0.09023890315
414	0.09018851836
415	0.09008828342
416	0.09003396228
417	0.08996890032
418	0.08983567091
419	0.08979057603
420	0.08972275805
421	0.08963978583
422	0.0896243424
423	0.08956684776
424	0.08955265682
425	0.08951026313
426	0.08945846278
427	0.08942453683
428	0.08938657193
429	0.08933455886
430	0.08929780558
431	0.08922910627
432	0.08913523371
433	0.08909934139
434	0.08904922389
435	0.08896980277
436	0.08895474387
437	0.08888112518
438	0.08885574795
439	0.08879951157
440	0.08872322796
441	0.08868269119
442	0.08864798019
443	0.08855919255
444	0.08851962502
445	0.08840781336
446	0.08839023735
447	0.0883773614
448	0.08829666654
449	0.08819845557
450	0.08812531144
451	0.0880475015
452	0.08792991159
453	0.08785539395
454	0.08781997887
455	0.08776392404
456	0.08769222813
457	0.08764965487
458	0.08755501243
459	0.08748912501
460	0.08742392526
461	0.08740983719
462	0.08734132446
463	0.08730065464
464	0.0872612791
465	0.08722156266
466	0.08712571048
467	0.08708303771
468	0.08698728355
469	0.08697613722
470	0.08694914326
471	0.08686133922
472	0.08680161177
473	0.0867368738
474	0.08667988965
475	0.08664154338
476	0.08653779579
477	0.08652503521
478	0.0864494354
479	0.08643987817
480	0.08638688828
481	0.0863510624
482	0.08630685305
483	0.0862201911
484	0.08616462518
485	0.08614243352
486	0.0860384225
487	0.08600303075
488	0.08596448203
489	0.08588674231
490	0.08581485732
491	0.0857677922
492	0.08572697965
493	0.08563386728
494	0.08555400509
495	0.08553924598
496	0.08547197084
497	0.0854407231
498	0.08535703316
499	0.08534611749
500	0.08529121873
501	0.08525714184
502	0.08520420863
503	0.08514391515
504	0.0850994945
505	0.08505780556
506	0.08496572466
507	0.08492615044
508	0.08488080558
509	0.08486219405
510	0.08482514922
511	0.08481119473
512	0.08471517028
513	0.08469511975
514	0.08461866644
515	0.08456629125
516	0.08452684946
517	0.08448677032
518	0.08443600253
519	0.08440712261
520	0.08432673139
521	0.08425770973
522	0.0841690537
523	0.08405761977
524	0.08399139479
525	0.0839100021
526	0.08381630894
527	0.0837787152
528	0.08370361423
529	0.08367848721
530	0.08364604865
531	0.0836116934
532	0.08357490418
533	0.0835080643
534	0.08347331878
535	0.08341556351
536	0.08336119005
537	0.08334940179
538	0.08332492934
539	0.0833120206
540	0.0832505152
541	0.08322085493
542	0.08314852692
543	0.0830896184
544	0.08301491043
545	0.08292750373
546	0.08291445004
547	0.08290547782
548	0.08280825754
549	0.08277711787
550	0.08266427033
551	0.08261104401
552	0.08258094057
553	0.08253728303
554	0.08243029959
555	0.08239738256
556	0.08238812872
557	0.08236595079
558	0.08230688525
559	0.08225926706
560	0.0821991905
561	0.0821227451
562	0.08209084417
563	0.08203700876
564	0.08198954771
565	0.08197710323
566	0.08196590893
567	0.08193641614
568	0.08190910952
569	0.08185624449
570	0.08175926473
571	0.08173758472
572	0.08171958692
573	0.0817017261
574	0.08163009964
575	0.0815718689
576	0.08154447017
577	0.08151768689
578	0.08148270644
579	0.08143470599
580	0.08137270729
581	0.08134560124
582	0.08127236054
583	0.0812515889
584	0.08117156131
585	0.08110427663
586	0.08101594671
587	0.08094314089
588	0.08091544488
589	0.0808941078
590	0.08085708334
591	0.08082809694
592	0.08079114921
593	0.08077109021
594	0.08075155875
595	0.08072064435
596	0.0806867203
597	0.08062250493
598	0.08055543659
599	0.0805459934
600	0.08050594312
601	0.08046154955
602	0.08045037813
603	0.0804172718
604	0.08040916891
605	0.08038282303
606	0.08035874645
607	0.08033431534
608	0.08030416896
609	0.08025142727
610	0.08020380856
611	0.08014008232
612	0.08012124555
613	0.08009803807
614	0.08004337686
615	0.08002058153
616	0.08000604239
617	0.07992683107
618	0.07989834091
619	0.07983501001
620	0.07981660546
621	0.0797499376
622	0.07972629404
623	0.0796612579
624	0.07963950243
625	0.07958696955
626	0.07955965699
627	0.07954483198
628	0.07952312262
629	0.07950396066
630	0.07946192389
631	0.07938925381
632	0.07933145602
633	0.07925670182
634	0.07923166575
635	0.07916374745
636	0.07909897573
637	0.079050413
638	0.07899062403
639	0.07892647424
640	0.07888725748
641	0.07884076273
642	0.07879096757
643	0.07875350471
644	0.07873083798
645	0.07871351034
646	0.07867687285
647	0.07866830993
648	0.07861977857
649	0.07860350535
650	0.07854899294
651	0.0784800898
652	0.07837723467
653	0.07832851963
654	0.07825906683
655	0.07823303346
656	0.07817313075
657	0.07812882755
658	0.07810589083
659	0.07805211565
660	0.07802970819
661	0.07793971552
662	0.07791553795
663	0.0779070703
664	0.07784711196
665	0.077767439
666	0.07775915253
667	0.0777375793
668	0.07769038202
669	0.07768108838
670	0.07763487981
671	0.07752848186
672	0.07750284859
673	0.07749324106
674	0.07744596158
675	0.07737269339
676	0.07731652709
677	0.07727693907
678	0.07720714123
679	0.07719102819
680	0.07713333734
681	0.07706669581
682	0.0769943108
683	0.07694826785
684	0.07692732176
685	0.07688357927
686	0.07686139392
687	0.07684602727
688	0.07682364464
689	0.0767992423
690	0.07678427268
691	0.07674254129
692	0.07673339316
693	0.07671105758
694	0.07665494463
695	0.07660901186
696	0.07656308666
697	0.07650874168
698	0.07648365473
699	0.07645334572
700	0.0764330077
701	0.07636959908
702	0.076351392
703	0.07629478391
704	0.07624721659
705	0.07620440934
706	0.07616251479
707	0.07608677264
708	0.07603601499
709	0.07601734652
710	0.07594737683
711	0.07591901088
712	0.07587538369
713	0.07582465546
714	0.075806937
715	0.07578300271
716	0.07573257788
717	0.07569339241
718	0.07568549085
719	0.07567767766
720	0.07563050911
721	0.07558186753
722	0.07553862482
723	0.07546050017
724	0.07542039129
725	0.07541266632
726	0.07536336304
727	0.07534044052
728	0.07532169861
729	0.07529650488
730	0.0752388313
731	0.07520102679
732	0.07515777155
733	0.07508605141
734	0.07502869864
735	0.07501112321
736	0.07495854097
737	0.0749421221
738	0.07488774723
739	0.07481539221
740	0.07480679783
741	0.07477785483
742	0.07476187159
743	0.07470946523
744	0.07465975687
745	0.07462100413
746	0.07460845431
747	0.07454905363
748	0.07449950003
749	0.07443922631
750	0.074356136
751	0.0742943547
752	0.07425911306
753	0.07422077461
754	0.07420383217
755	0.0741269464
756	0.07410364582
757	0.07409522217
758	0.07406613506
759	0.07401011588
760	0.07391827075
761	0.07387741085
762	0.07381957283
763	0.07377364115
764	0.07371534562
765	0.07370020044
766	0.07365748994
767	0.07363279207
768	0.07360225458
769	0.07353038324
770	0.073514146
771	0.07349183973
772	0.07342082294
773	0.0733980273
774	0.07335736179
775	0.07331405399
776	0.07329686109
777	0.0732817779
778	0.07326021726
779	0.07319935739
780	0.07317827262
781	0.07313272145
782	0.07306954537
783	0.07302168028
784	0.07293350713
785	0.07288780095
786	0.07282939248
787	0.07277241198
788	0.07271539968
789	0.07269181232
790	0.07265407246
791	0.07258483981
792	0.0725608055
793	0.07254655874
794	0.07249679511
795	0.07248451539
796	0.07242335049
797	0.07240705386
798	0.07240135084
799	0.07233327349
800	0.0722890491
801	0.07227506917
802	0.07226568414
803	0.0722520966
804	0.0722376201
805	0.07219796384
806	0.07214453749
807	0.0721325595
808	0.07207077765
809	0.07199612856
810	0.0719712653
811	0.07191255442
812	0.07186137657
813	0.0718363386
814	0.07181723819
815	0.07177196903
816	0.07170346278
817	0.07169078248
818	0.07164414717
819	0.07163268775
820	0.07160204596
821	0.07159001458
822	0.07154144982
823	0.07152193415
824	0.07146875702
825	0.07143105083
826	0.07138508179
827	0.07134131779
828	0.07129271958
829	0.07124972473
830	0.07124230414
831	0.07122561678
832	0.07121392366
833	0.0711186196
834	0.07110956736
835	0.07106052161
836	0.07105531142
837	0.07103776463
838	0.07096456207
839	0.07092473104
840	0.07090159096
841	0.07085000776
842	0.07082756166
843	0.0708149275
844	0.07080211451
845	0.07074523376
846	0.07073753525
847	0.07072637363
848	0.07068826013
849	0.07063602821
850	0.0705995896
851	0.07054342254
852	0.07050902525
853	0.07049398599
854	0.07043956076
855	0.07039769258
856	0.07035650296
857	0.07031688093
858	0.07030596425
859	0.0702993458
860	0.07023786645
861	0.07023024624
862	0.07021763511
863	0.07018891311
864	0.0701408923
865	0.07011899396
866	0.0700982464
867	0.07006312369
868	0.07004736891
869	0.07000235501
870	0.06992487354
871	0.06991144592
872	0.06986711249
873	0.06982148318
874	0.06973602314
875	0.06969749013
876	0.06965588773
877	0.06964772185
878	0.06963692775
879	0.06954402925
880	0.06952878764
881	0.06948387283
882	0.06946951574
883	0.06946353196
884	0.06945591963
885	0.06939332428
886	0.06933266393
887	0.06931307542
888	0.06926007077
889	0.06924891456
890	0.06923943007
891	0.0692040865
892	0.06919237885
893	0.06917469154
894	0.06916911701
895	0.06915252375
896	0.06912179776
897	0.06908263202
898	0.06901089174
899	0.06899480481
900	0.06894052448
901	0.06890096704
902	0.06885198747
903	0.06883506143
904	0.0688211345
905	0.06879081746
906	0.06874963626
907	0.06874125512
908	0.06869351616
909	0.06862490099
910	0.06859513661
911	0.0685581999
912	0.0685115562
913	0.06844786657
914	0.06843800236
915	0.06843003614
916	0.06838263253
917	0.06834469628
918	0.06833814208
919	0.06831957694
920	0.06827601581
921	0.0682337545
922	0.06822438995
923	0.06821850323
924	0.06816983963
925	0.06813091158
926	0.06808707192
927	0.06806826
928	0.06805697808
929	0.0680199727
930	0.06797525431
931	0.06791451704
932	0.06789946841
933	0.06785961302
934	0.06778802986
935	0.06774475574
936	0.06768662819
937	0.06765020234
938	0.06764099568
939	0.06757907866
940	0.06749860516
941	0.06743907825
942	0.06739977952
943	0.06736029412
944	0.06735174574
945	0.0673282132
946	0.06731920331
947	0.06731199639
948	0.06729888255
949	0.06726405096
950	0.06724394724
951	0.06718650335
952	0.06713508547
953	0.06708134588
954	0.06702474497
955	0.0670173129
956	0.06697663116
957	0.06693994463
958	0.0668982477
959	0.06685158062
960	0.06684190477
961	0.06680298751
962	0.06679711488
963	0.06679290694
964	0.06675776609
965	0.06671682307
966	0.06668494569
967	0.06665169031
968	0.06661137687
969	0.06657031183
970	0.06656660981
971	0.06651594623
972	0.06650307961
973	0.06645287246
974	0.06643425805
975	0.0664184335
976	0.06641211129
977	0.06638502956
978	0.06637828465
979	0.06634668875
980	0.06634060038
981	0.06628545811
982	0.06621417234
983	0.06619745384
984	0.06619031716
985	0.06611371888
986	0.06610058284
987	0.06608612472
988	0.0660763445
989	0.06601834401
990	0.06599867451
991	0.06597313592
992	0.06594173487
993	0.0659066007
994	0.06586531296
995	0.06584567342
996	0.06583178346
997	0.06581465026
998	0.06580928096
999	0.06574830668
